Date_Time,LReactor,C_g,C_Eff,C_CD,T_CD,C_D_g,C_D_Eff,C_PAR
16/12/2021 16:17:36,2.73195,0.00128501,0.200309,0.00211967,0,0.0286747,0.177218,38.4
16/12/2021 16:50:12,2.73195,1.40206e-06,0.00183497,0.00259912,0,0.0352239,0.197438,38.4
16/12/2021 17:22:48,2.73195,0.00401681,0.50695,0.00220099,0,0.0297855,0.152741,38.4
16/12/2021 17:55:24,2.73195,-1.19065e-05,0.00101976,0.00363214,0,0.0493348,0.233145,38.4
16/12/2021 18:28:00,2.73195,-0.0485148,-0.416011,0.0022482,0,0.0304304,0.133321,38.4
16/12/2021 19:00:36,2.73195,-0.10783,-3.08211,0.00228754,0,0.0309677,0.126477,38.4
16/12/2021 19:33:12,2.73195,0.00617412,-2.09287,0.00274045,0,0.0371544,0.142109,38.4
16/12/2021 20:05:48,2.73195,0.00938531,-1.71852,0.00316584,0,0.0429651,0.154522,38.4
16/12/2021 20:38:24,2.73195,-0.00654581,-0.780986,0.00361752,0,0.049135,0.166756,38.4
16/12/2021 21:11:00,2.73195,0.00490539,0.517995,0.0041702,0,0.0566846,0.182092,38.4
16/12/2021 21:43:36,2.73195,0.00918385,0.766893,0.00565033,0,0.0769027,0.234532,38.4
16/12/2021 22:16:12,2.73195,-0.000166629,-0.0401147,0.00442786,0,0.060204,0.174758,38.4
16/12/2021 22:48:48,2.73195,0.07593,1.53532,0.00491846,0,0.0669056,0.185282,38.4
16/12/2021 23:21:24,2.73195,6.16285e-05,0.0183574,0.00552463,0,0.0751857,0.199061,38.4
16/12/2021 23:54:00,2.73195,7.18237e-05,0.0261526,0.00598417,0,0.0814628,0.206577,38.4
17/12/2021 00:26:36,2.73195,1.32085e-05,0.00627498,0.00833669,0,0.113598,0.27643,38.4
17/12/2021 00:59:12,2.73195,-0.0014515,-0.00181923,0.00706489,0,0.0962253,0.225063,38.4
17/12/2021 01:31:48,2.73195,-0.138884,-2.20096,0.00524206,0,0.0713258,0.160589,38.4
17/12/2021 02:04:24,2.73195,-0.00168636,-0.11033,0.00374854,0,0.0509247,0.110526,38.4
17/12/2021 02:37:00,2.73195,-0.00533699,-0.517823,0.00627961,0,0.0854985,0.179094,38.4
17/12/2021 03:09:36,2.73195,-0.00897553,-0.976365,0.00770365,0,0.104951,0.21247,38.4
17/12/2021 03:42:12,2.73195,-0.00199845,-0.323289,0.00644337,0,0.0877354,0.171829,38.4
17/12/2021 04:14:48,2.73195,0.0208219,1.79035,0.00790569,0,0.10771,0.204323,38.4
17/12/2021 04:47:24,2.73195,0.000992923,0.171265,0.00767984,0,0.104625,0.192397,38.4
17/12/2021 05:20:00,2.73195,0.004514,0.610156,0.00825839,0,0.112528,0.200785,38.4
17/12/2021 05:52:36,2.73195,0.00865095,0.987383,0.010532,0,0.143585,0.248846,38.4
17/12/2021 06:25:12,2.73195,-7.5962e-06,-0.0021734,0.00926691,0,0.126304,0.21276,38.4
17/12/2021 06:57:48,2.73195,-4.79177e-06,-0.000789788,0.00801166,0,0.109158,0.178887,38.4
17/12/2021 07:30:24,2.73195,0.0320591,0.0,0.0104674,0,0.142703,0.233405,0.0
17/12/2021 08:03:00,2.73195,-0.0802082,0.0,0.00889776,0,0.121262,0.198335,0.0
17/12/2021 08:35:36,2.73195,0.00636349,0.0,0.00994541,0,0.135463,0.221563,0.0
17/12/2021 09:08:12,2.73195,0.0800754,0.0,0.00938042,0,0.127855,0.209119,0.0
17/12/2021 09:40:48,2.73195,0.118434,0.0,0.00988193,0,0.134705,0.220324,0.0
17/12/2021 10:13:24,2.73195,0.00853737,0.0,0.0113428,0,0.154661,0.252962,0.0
17/12/2021 10:46:00,2.73195,-0.00110385,0.0,0.010109,0,0.137807,0.225397,0.0
17/12/2021 11:18:36,2.73195,0.00144788,0.250493,0.0125132,0,0.0350134,0,38.4
17/12/2021 11:51:12,2.73195,-0.00011925,-0.0304813,0.0112516,0,0.0177802,0.682134,38.4
17/12/2021 12:23:48,2.73195,-3.64265e-05,-0.00818596,0.0100466,0,0.00131952,0.0309261,38.4
